group,id,year,value,coverage,x,y,log,mean,PM2.5mean,popdensity,T,P,VP,long,lat,alt,longs,lats,alts,Ps,Ts,pds,VPs
NA,ES0013R,2021,NA,NA,257184.0771,4569326.93,NA,NA,NA,11.8,12.925,39.525,9.166666667,-5.8975,41.2389,985,-0.799261083,0.062964405,2.033095589,-0.689640094,-0.962574997,0.974494461,-1.402158147
NA,ES0365A,2021,NA,NA,350351.996,4729519.548,NA,NA,NA,11.8,9.766666667,74.95833333,8.316666667,-4.8272,42.7036,1050,-0.438466141,0.77069186,2.235100723,0.410012424,-2.40401101,0.974494461,-1.911758416
NA,ES0373A,2021,NA,NA,211273.8589,4725251.158,NA,NA,NA,11.8,11.03333333,87.65833333,9.066666667,-6.5208,42.6256,720,-1.009373657,0.73300309,1.209536196,0.804149404,-1.825915302,0.974494461,-1.46211112
NA,ES0761A,2021,NA,NA,283912.0374,4732610.374,NA,NA,NA,11.8,10.33333333,73.51666667,8.25,-5.6389,42.7156,900,-0.712087794,0.776490132,1.768935029,0.365271153,-2.145389247,0.974494461,-1.951727065
ES1160A_2021,ES1160A,2021,114.792,100,444356.6534,4688947.349,4.743121795,13.233,NA,11.8,11.375,47.51666667,9.158333333,-3.6756,42.3508,929,-0.050265211,0.600222654,1.859060396,-0.441623451,-1.669981589,0.974494461,-1.407154228
ES1161A_2021,ES1161A,2021,97,99.73,287765.9363,4720074.896,4.574710979,17.185,8.734,11.8,10.33333333,73.51666667,8.25,-5.5872,42.6039,838,-0.694659878,0.72251788,1.576253209,0.365271153,-2.145389247,0.974494461,-1.951727065
ES1162A_2021,ES1162A,2021,116.667,100,340199.7979,4575639.552,4.759323723,16.995,7.307,11.8,13.275,34.40833333,8.866666667,-4.9092,41.3164,721,-0.466108097,0.100411581,1.212643968,-0.848432814,-0.802838024,0.974494461,-1.582017066
NA,ES1163A,2021,NA,NA,506758.7527,4725772.221,NA,NA,NA,11.8,12.4,66.53333333,9.925,-2.9175,42.6844,471,0.205288041,0.761414624,0.435701144,0.148547538,-1.202180455,0.974494461,-0.947514769
ES1287A_2021,ES1287A,2021,68.958,100,349460.2754,4739726.841,4.233497624,12.946,NA,11.8,9.766666667,74.95833333,8.316666667,-4.8408,42.7953,1120,-0.443050661,0.815000324,2.452644713,0.410012424,-2.40401101,0.974494461,-1.911758416
ES1297A_2021,ES1297A,2021,91.625,99.18,285466.2206,4742255.125,4.51770416,13.519,NA,11.8,10.33333333,73.51666667,8.25,-5.6236,42.8028,945,-0.706930209,0.818624244,1.908784737,0.365271153,-2.145389247,0.974494461,-1.951727065
ES1346A_2021,ES1346A,2021,120.792,96.99,504866.0131,4726181.489,4.794070058,14.654,NA,11.8,12.4,66.53333333,9.925,-2.9406,42.6881,471,0.1975011,0.763202424,0.435701144,0.148547538,-1.202180455,0.974494461,-0.947514769
ES1443A_2021,ES1443A,2021,92.542,95.34,447597.7344,4687290.029,4.527662596,12.122,5.381,11.8,11.375,47.51666667,9.158333333,-3.6361,42.3361,929,-0.036949879,0.59311977,1.859060396,-0.441623451,-1.669981589,0.974494461,-1.407154228
ES1591A_2021,ES1591A,2021,74.833,91.51,194149.2194,4718530.392,4.315258964,14.954,NA,11.8,11.03333333,87.65833333,9.066666667,-6.7256,42.5586,450,-1.078411127,0.700629402,0.370437947,0.804149404,-1.825915302,0.974494461,-1.46211112
ES1618A_2021,ES1618A,2021,107.708,99.45,275762.2696,4539869.694,4.679423862,11.394,NA,11.8,12.68333333,46.025,9.625,-5.6653,40.9792,797,-0.720987155,-0.062519871,1.448834586,-0.487916443,-1.072869574,0.974494461,-1.127373688
ES1631A_2021,ES1631A,2021,106.667,96.99,355905.6966,4611874.905,4.669711832,16.956,13.425,11.8,12.80833333,34.80833333,8.975,-4.7303,41.6456,700,-0.40580144,0.259477518,1.14738077,-0.836019051,-1.015820656,0.974494461,-1.517068012
ES1632A_2021,ES1632A,2021,104.458,98.36,354483.6679,4609126.756,4.648785077,15.786,NA,11.8,12.80833333,34.80833333,8.975,-4.7467,41.6206,690,-0.411329831,0.247397784,1.116303057,-0.836019051,-1.015820656,0.974494461,-1.517068012
ES1636A_2021,ES1636A,2021,123.792,95.89,355629.342,4613046.725,4.818602738,19.911,10.339,11.8,12.80833333,34.80833333,8.975,-4.7339,41.6561,691,-0.407014989,0.264551006,1.119410829,-0.836019051,-1.015820656,0.974494461,-1.517068012
ES1643A_2021,ES1643A,2021,89.143,97.26,544327.6706,4624011.138,4.490241822,8.158,NA,11.8,11.45833333,47.4,8.425,-2.4667,41.7667,1090,0.357251378,0.317991749,2.359411575,-0.445244132,-1.631948978,0.974494461,-1.846809363
ES1790A_2021,ES1790A,2021,82.292,97.26,205643.3005,4716275.846,4.410273898,19.698,NA,11.8,11.03333333,87.65833333,9.066666667,-6.5847,42.5428,541,-1.030914157,0.692995011,0.653245135,0.804149404,-1.825915302,0.974494461,-1.46211112
ES1832A_2021,ES1832A,2021,127.833,98.63,378128.6371,4643359.998,4.850724725,17.243,NA,11.8,12.80833333,34.80833333,8.975,-4.47,41.9328,721,-0.318055085,0.398249502,1.212643968,-0.836019051,-1.015820656,0.974494461,-1.517068012
ES1889A_2021,ES1889A,2021,64.042,99.45,277854.5186,4537761.381,4.159539118,13.788,6.618,11.8,12.68333333,46.025,9.625,-5.6397,40.9608,743,-0.712357471,-0.071410555,1.281014936,-0.487916443,-1.072869574,0.974494461,-1.127373688
ES1922A_2021,ES1922A,2021,93.87,100,372638.7376,4653074.792,4.541910846,11.053,6.908,11.8,12.21666667,43.4,9.275,-4.5383,42.0194,953,-0.341078812,0.4400937,1.933646907,-0.569381764,-1.285852201,0.974494461,-1.337209093
ES1927A_2021,ES1927A,2021,108.458,100,270801.23,4598983.183,4.686363001,8.458,NA,11.8,12.925,39.525,9.166666667,-5.7464,41.5097,720,-0.748325723,0.193812084,1.209536196,-0.689640094,-0.962574997,0.974494461,-1.402158147
ES1967A_2021,ES1967A,2021,145,100,406533.3529,4534422.068,4.976733742,16.575,NA,11.8,11.91666667,56.00833333,8.291666667,-4.1106,40.9556,952,-0.196902415,-0.07392314,1.930539136,-0.178089605,-1.422769606,0.974494461,-1.92674666
ES1986A_2021,ES1986A,2021,95.792,98.9,442649.048,4612878.471,4.562179174,10.308,NA,11.8,12.26666667,43.525,9.225,-3.6889,41.6656,801,-0.054748601,0.269141305,1.461265671,-0.565502463,-1.263032634,0.974494461,-1.36718558
NA,ES1987A,2021,NA,NA,461228.8423,4755582.973,NA,NA,NA,11.8,11.79166667,67.46666667,9.641666667,-3.4753,42.9519,613,0.017255322,0.890667777,0.877004668,0.177512985,-1.479818525,0.974494461,-1.117381526
ES1988A_2021,ES1988A,2021,85.417,99.45,289375.9674,4716846.887,4.447545144,11.574,8.811,11.8,10.33333333,73.51666667,8.25,-5.5664,42.5753,814,-0.687648259,0.708698665,1.501666698,0.365271153,-2.145389247,0.974494461,-1.951727065
NA,ES1989A,2021,NA,NA,329783.755,4767531.316,NA,NA,NA,11.8,11.43333333,84.9,9.758333333,-5.0897,43.0414,1140,-0.526954109,0.933913225,2.514800139,0.718546162,-1.643358762,0.974494461,-1.047436391
ES2010A_2021,ES2010A,2021,113.917,97.26,355012.9405,4610160.14,4.735470113,15.062,9.487,11.8,12.80833333,34.80833333,8.975,-4.7406,41.63,683,-0.409273539,0.251939764,1.094548658,-0.836019051,-1.015820656,0.974494461,-1.517068012
ES2029A_2021,ES2029A,2021,113.583,100,356234.4718,4502927.344,4.732533847,13.183,NA,11.8,11.91666667,56.00833333,8.291666667,-4.7008,40.6647,1150,-0.395857078,-0.214482925,2.545877852,-0.178089605,-1.422769606,0.974494461,-1.92674666
,,2021,NA,NA,315860.6477,4735508.24,NA,NA,NA,11.8,10.43333333,68.625,8.433333333,-5.25,42.75,1048,-0.580990762,0.793111846,2.22888518,0.213461174,-2.099750112,0.974494461,-1.841813282
,,2021,NA,NA,274938.5101,4736721.065,NA,NA,NA,11.8,10.33333333,73.51666667,8.25,-5.75,42.75,1134,-0.749539273,0.793111846,2.496153511,0.365271153,-2.145389247,0.974494461,-1.951727065
,,2021,NA,NA,234015.0133,4738176.914,NA,NA,NA,11.8,9.583333333,90.10833333,8.108333333,-6.25,42.75,1267,-0.918087783,0.793111846,2.909487093,0.880183703,-2.487682758,0.974494461,-2.036660444
,,2021,NA,NA,193089.9189,4739876.035,NA,NA,NA,11.8,11.03333333,87.65833333,9.066666667,-6.75,42.75,912,-1.086636294,0.793111846,1.806228284,0.804149404,-1.825915302,0.974494461,-1.46211112
,,2021,NA,NA,314386.8423,4679985.154,NA,NA,NA,11.8,12.45,42.71666667,9.05,-5.25,42.25,790,-0.580990762,0.551517166,1.427080187,-0.590588609,-1.179360888,0.974494461,-1.472103282
,,2021,NA,NA,273136.6715,4681196.115,NA,NA,NA,11.8,12.66666667,44.06666667,9.075,-5.75,42.25,776,-0.749539273,0.551517166,1.383571389,-0.548692158,-1.080476094,0.974494461,-1.457115039
,,2021,NA,NA,231884.8287,4682649.734,NA,NA,NA,11.8,11.15,68.025,8.458333333,-6.25,42.25,1268,-0.918087783,0.551517166,2.912594865,0.19484053,-1.772669643,0.974494461,-1.826825039
,,2021,NA,NA,190631.0186,4684346.269,NA,NA,NA,11.8,10.06666667,95.69166667,8.158333333,-6.75,42.25,1681,-1.086636294,0.551517166,4.196104409,1.053459147,-2.267093604,0.974494461,-2.006683957
,,2021,NA,NA,312927.2366,4624466.18,NA,NA,NA,11.8,13.00833333,34.13333333,9.058333333,-5.25,41.75,709,-0.580990762,0.309922487,1.175350712,-0.856967276,-0.924542386,0.974494461,-1.467107201
,,2021,NA,NA,271352.1809,4625674.906,NA,NA,NA,11.8,13.23333333,36.71666667,9.258333333,-5.75,41.75,702,-0.749539273,0.309922487,1.153596313,-0.776795056,-0.821854332,0.974494461,-1.347201256
,,2021,NA,NA,229775.1365,4627125.854,NA,NA,NA,11.8,12.75,53.55833333,9.058333333,-6.25,41.75,796,-0.918087783,0.309922487,1.445726814,-0.254123904,-1.042443483,0.974494461,-1.467107201
,,2021,NA,NA,311481.9392,4568951.308,NA,NA,NA,11.8,13.1,32.15,9.066666667,-5.25,41.25,789,-0.580990762,0.068327807,1.423972415,-0.918518852,-0.88270651,0.974494461,-1.46211112
,,2021,NA,NA,269585.1719,4570157.431,NA,NA,NA,11.8,12.925,39.525,9.166666667,-5.75,41.25,863,-0.749539273,0.068327807,1.653947491,-0.689640094,-0.962574997,0.974494461,-1.402158147
,,2021,NA,NA,227686.0948,4571605.267,NA,NA,NA,11.8,13.31666667,49.90833333,9.358333333,-6.25,41.25,717,-0.918087783,0.068327807,1.200212882,-0.367399493,-0.783821716,0.974494461,-1.287248283
,,2021,NA,NA,310051.0581,4513440.529,NA,NA,NA,11.8,12.01666667,47.00833333,9.083333333,-5.25,40.75,917,-0.580990762,-0.173266872,1.821767141,-0.457399275,-1.377130471,0.974494461,-1.452118958
,,2021,NA,NA,267835.7762,4514643.683,NA,NA,NA,11.8,12.68333333,46.025,9.625,-5.75,40.75,977,-0.749539273,-0.173266872,2.008233418,-0.487916443,-1.072869574,0.974494461,-1.127373688
,,2021,NA,NA,225617.86,4516087.964,NA,NA,NA,11.8,13.19166667,56.575,9.858333333,-6.25,40.75,779,-0.918087783,-0.173266872,1.392894702,-0.16050344,-0.840870635,0.974494461,-0.987483418
,,2021,NA,NA,183396.8388,4517773.643,NA,NA,NA,11.8,14.05,67,10.53333333,-6.75,40.75,687,-1.086636294,-0.173266872,1.106979744,0.163030262,-0.449134728,0.974494461,-0.582800853
,,2021,NA,NA,308634.6997,4457933.832,NA,NA,NA,11.8,12.35833333,56.45833333,9.333333333,-5.25,40.25,1905,-0.580990762,-0.414861552,4.892245178,-0.164124121,-1.221196763,0.974494461,-1.302236526
,,2021,NA,NA,352264.1797,4512478.276,NA,NA,NA,11.8,11.98333333,45.35833333,8.275,-4.75,40.75,1075,-0.412442251,-0.173266872,2.312795005,-0.508606048,-1.392343519,0.974494461,-1.936738822
,,2021,NA,NA,394475.6183,4511756.745,NA,NA,NA,11.8,11.91666667,56.00833333,8.291666667,-4.25,40.75,1177,-0.24389374,-0.173266872,2.629787677,-0.178089605,-1.422769606,0.974494461,-1.92674666
,,2021,NA,NA,353376.812,4567986.675,NA,NA,NA,11.8,13.275,34.40833333,8.866666667,-4.75,41.25,763,-0.412442251,0.068327807,1.343170362,-0.848432814,-0.802838024,0.974494461,-1.582017066
,,2021,NA,NA,395270.2081,4567263.355,NA,NA,NA,11.8,13.1,39.225,8.95,-4.25,41.25,844,-0.24389374,0.068327807,1.594899837,-0.698950416,-0.88270651,0.974494461,-1.532056255
,,2021,NA,NA,437162.5479,4566781.215,NA,NA,NA,11.8,11.84166667,52.91666667,8.641666667,-3.75,41.25,995,-0.075345229,0.068327807,2.064173302,-0.274037649,-1.456998958,0.974494461,-1.716911255
,,2021,NA,NA,562837.4521,4566781.215,NA,NA,NA,11.8,11.94166667,48.03333333,8.508333333,-2.25,41.25,882,0.430300303,0.068327807,1.712995146,-0.425589007,-1.411359823,0.974494461,-1.796848552
,,2021,NA,NA,354500.66,4623499.46,NA,NA,NA,11.8,12.80833333,34.80833333,8.975,-4.75,41.75,766,-0.412442251,0.309922487,1.352493676,-0.836019051,-1.015820656,0.974494461,-1.517068012
,,2021,NA,NA,396072.811,4622774.571,NA,NA,NA,11.8,12.56666667,37.05833333,9.2,-4.25,41.75,820,-0.24389374,0.309922487,1.520313326,-0.766191633,-1.126115229,0.974494461,-1.382173823
,,2021,NA,NA,437644.0513,4622291.385,NA,NA,NA,11.8,12.26666667,43.525,9.225,-3.75,41.75,845,-0.075345229,0.309922487,1.598007608,-0.565502463,-1.263032634,0.974494461,-1.36718558
,,2021,NA,NA,479214.7446,4622049.813,NA,NA,NA,11.8,11.70833333,48.45833333,8.966666667,-3.25,41.75,987,0.093203281,0.309922487,2.039311131,-0.412399384,-1.517851141,0.974494461,-1.522064093
,,2021,NA,NA,520785.2554,4622049.813,NA,NA,NA,11.8,11.14166667,52.89166667,8.491666667,-2.75,41.75,1126,0.261751792,0.309922487,2.471291341,-0.274813509,-1.776472903,0.974494461,-1.806840714
,,2021,NA,NA,562355.9487,4622291.385,NA,NA,NA,11.8,11.45833333,47.4,8.425,-2.25,41.75,1123,0.430300303,0.309922487,2.461968027,-0.445244132,-1.631948978,0.974494461,-1.846809363
,,2021,NA,NA,355635.6403,4679016.641,NA,NA,NA,11.8,12.21666667,43.4,9.275,-4.75,42.25,856,-0.412442251,0.551517166,1.632193092,-0.569381764,-1.285852201,0.974494461,-1.337209093
,,2021,NA,NA,396883.3672,4678290.405,NA,NA,NA,11.8,12.05833333,44.50833333,9.458333333,-4.25,42.25,778,-0.24389374,0.551517166,1.389786931,-0.534985295,-1.358114168,0.974494461,-1.22729531
,,2021,NA,NA,438130.3274,4677806.319,NA,NA,NA,11.8,11.375,47.51666667,9.158333333,-3.75,42.25,874,-0.075345229,0.551517166,1.688132975,-0.441623451,-1.669981589,0.974494461,-1.407154228
,,2021,NA,NA,479376.827,4677564.297,NA,NA,NA,11.8,10.21666667,60.4,8.483333333,-3.25,42.25,1691,0.093203281,0.551517166,4.227182122,-0.04179683,-2.198634902,0.974494461,-1.811836795
,,2021,NA,NA,356781.6681,4734538.229,NA,NA,NA,11.8,9.766666667,74.95833333,8.316666667,-4.75,42.75,1140,-0.412442251,0.793111846,2.514800139,0.410012424,-2.40401101,0.974494461,-1.911758416
,,2021,NA,NA,397701.8164,4733810.866,NA,NA,NA,11.8,10.53333333,71.61666667,8.9,-4.25,42.75,945,-0.24389374,0.793111846,1.908784737,0.306305778,-2.054110977,0.974494461,-1.562032742
,,2021,NA,NA,438621.3402,4733326.027,NA,NA,NA,11.8,10.875,68.99166667,9.166666667,-3.75,42.75,965,-0.075345229,0.793111846,1.970940163,0.224840457,-1.898177264,0.974494461,-1.402158147
,,2021,NA,NA,479540.4885,4733083.629,NA,NA,NA,11.8,11.79166667,67.46666667,9.641666667,-3.25,42.75,723,0.093203281,0.793111846,1.21885951,0.177512985,-1.479818525,0.974494461,-1.117381526
NA,ES0007R,2021,NA,NA,452616.8532,4121319.931,NA,NA,NA,97.60798,15.40833333,30,10.94166667,-3.5342,37.2372,1230,-0.002599692,-1.870614453,2.794499556,-0.985242829,0.170796855,1.352585297,-0.337992876
NA,ES0017R,2021,NA,NA,183822.4833,4106544.888,NA,NA,NA,97.60798,18.91666667,31.325,14.33333333,-6.5553,37.0519,35,-1.021003504,-1.960149441,-0.919287139,-0.944122238,1.771969844,1.352585297,1.695412117
ES0712A_2021,ES0712A,2021,51.04,89.59,276886.2379,4006255.27,3.932609639,17.162,7.301,97.60798,18.45833333,44.60833333,14.75833333,-5.4808,36.1754,45,-0.658792754,-2.383664914,-0.888209426,-0.531881854,1.562790473,1.352585297,1.950212252
ES0785A_2021,ES0785A,2021,63.15,92.6,152445.0219,4131718.546,4.145512849,21.914,NA,97.60798,18.91666667,31.325,14.33333333,-6.9191,37.2672,31,-1.143639401,-1.856118772,-0.931718225,-0.944122238,1.771969844,1.352585297,1.695412117
ES0787A_2021,ES0787A,2021,54.263,96.44,153387.8283,4123128.469,3.993842595,16.502,NA,97.60798,18.91666667,31.325,14.33333333,-6.9045,37.1903,13,-1.138717784,-1.893276034,-0.987658108,-0.944122238,1.771969844,1.352585297,1.695412117
ES0822A_2021,ES0822A,2021,66.555,89.86,150816.7366,4133165.153,4.198028673,22.663,NA,97.60798,18.91666667,31.325,14.33333333,-6.9381,37.2796,66,-1.150044244,-1.850127224,-0.822946229,-0.944122238,1.771969844,1.352585297,1.695412117
ES0823A_2021,ES0823A,2021,49.238,84.93,148073.3294,4122837.875,3.896665683,17.42,NA,97.60798,18.91666667,31.325,14.33333333,-6.9641,37.1857,1,-1.158808767,-1.895498705,-1.024951363,-0.944122238,1.771969844,1.352585297,1.695412117
ES0827A_2021,ES0827A,2021,64.725,94.25,159272.3925,4136797.437,4.170147526,20.285,NA,97.60798,18.91666667,31.325,14.33333333,-6.8446,37.3154,23,-1.118525672,-1.832829045,-0.956580395,-0.944122238,1.771969844,1.352585297,1.695412117
ES0890A_2021,ES0890A,2021,88.606,97.81,234150.5342,4142870.334,4.484199575,26.382,13.628,97.60798,19.78888889,30.56666667,14.58888889,-6.0031,37.3945,17,-0.834858529,-1.794608766,-0.975227023,-0.967656664,2.170044521,1.352585297,1.848625272
ES0892A_2021,ES0892A,2021,64.355,93.97,152028.3203,4124241.046,4.164414631,22.291,14.32,97.60798,18.91666667,31.325,14.33333333,-6.9203,37.1998,8,-1.144043917,-1.888685735,-1.003196964,-0.944122238,1.771969844,1.352585297,1.695412117
ES0926A_2021,ES0926A,2021,45.588,92.88,331073.0693,4219562.381,3.819644524,12.417,NA,97.60798,16.3,37.70833333,11.63333333,-4.9268,38.1081,432,-0.472041004,-1.44980484,0.314498064,-0.746019268,0.57774581,1.352585297,0.076681849
ES1067A_2021,ES1067A,2021,60.15,92.33,154932.2128,4126289.512,4.096841442,20.396,NA,97.60798,18.91666667,31.325,14.33333333,-6.8886,37.2193,28,-1.133357941,-1.879263542,-0.941041538,-0.944122238,1.771969844,1.352585297,1.695412117
ES1072A_2021,ES1072A,2021,72.414,95.07,288752.9263,4004183.699,4.282399651,21.939,7.983,97.60798,18.45833333,44.60833333,14.75833333,-5.3484,36.1594,1,-0.614161109,-2.391395944,-1.024951363,-0.531881854,1.562790473,1.352585297,1.950212252
ES1169A_2021,ES1169A,2021,71.473,96.71,285019.3721,4009758.978,4.269319756,22.75,NA,97.60798,18.45833333,44.60833333,14.75833333,-5.3914,36.2088,51,-0.628656281,-2.367526389,-0.869562799,-0.531881854,1.562790473,1.352585297,1.950212252
ES1253A_2021,ES1253A,2021,119.885,98.9,431262.07,4216412.659,4.78653295,31.114,12.65,97.60798,16.95833333,34.13333333,12.4,-3.7839,38.0929,368,-0.086772819,-1.457149318,0.115600701,-0.856967276,0.878203447,1.352585297,0.53632131
ES1256A_2021,ES1256A,2021,69.338,90.41,151844.9309,4130965.063,4.238993096,23.155,NA,97.60798,18.91666667,31.325,14.33333333,-6.9255,37.2602,23,-1.145796822,-1.859501097,-0.956580395,-0.944122238,1.771969844,1.352585297,1.695412117
ES1258A_2021,ES1258A,2021,78.113,86.58,160077.564,4133006.505,4.358156496,28.852,5.714,97.60798,18.91666667,31.325,14.33333333,-6.8338,37.2816,52,-1.114885025,-1.849160845,-0.866455027,-0.944122238,1.771969844,1.352585297,1.695412117
ES1259A_2021,ES1259A,2021,102.968,97.26,174338.953,4141299.908,4.63441826,22.012,NA,97.60798,18.91666667,31.325,14.33333333,-6.6769,37.3613,41,-1.061994502,-1.810650653,-0.900640512,-0.944122238,1.771969844,1.352585297,1.695412117
ES1328A_2021,ES1328A,2021,56.55,81.64,150327.9737,4130183.089,4.035125203,15.702,NA,97.60798,18.91666667,31.325,14.33333333,-6.9422,37.2526,17,-1.151426342,-1.863173336,-0.975227023,-0.944122238,1.771969844,1.352585297,1.695412117
ES1340A_2021,ES1340A,2021,66.55,87.95,150961.7061,4130245.637,4.197953545,22.642,8.869,97.60798,18.91666667,31.325,14.33333333,-6.9351,37.2534,18,-1.149032953,-1.862786785,-0.972119251,-0.944122238,1.771969844,1.352585297,1.695412117
ES1370A_2021,ES1370A,2021,104.91,90.96,453818.1159,4066498.955,4.65310284,24.474,NA,97.60798,15.96666667,30.04166667,11.76666667,-3.5173,36.7431,50,0.003097247,-2.109358315,-0.87267057,-0.983949728,0.425615362,1.352585297,0.15661915
ES1393A_2021,ES1393A,2021,135.633,96.44,549332.801,4077410.327,4.909952709,25.305,6.953,97.60798,16.66666667,25.11666667,12.75833333,-2.4467,36.8413,51,0.363993319,-2.06190912,-0.869562799,-1.136794187,0.745089307,1.352585297,0.751152794
ES1425A_2021,ES1425A,2021,90.625,99.45,233861.2371,4140746.557,4.506730113,28.016,9.737,97.60798,19.78888889,30.56666667,14.58888889,-6.0056,37.3753,9,-0.835701271,-1.803886002,-1.000089193,-0.967656664,2.170044521,1.352585297,1.848625272
ES1450A_2021,ES1450A,2021,80.137,69.59,238715.0001,4143148.295,4.38373767,26.007,9.845,97.60798,19.78888889,30.56666667,14.58888889,-5.9517,37.3983,29,-0.817531742,-1.792772647,-0.937933767,-0.967656664,2.170044521,1.352585297,1.848625272
ES1479A_2021,ES1479A,2021,81.715,97.53,207255.4673,4045044.347,4.403237584,24.096,7.179,97.60798,19.00833333,33.25,15.39166667,-6.2686,36.506,4,-0.924357788,-2.223922512,-1.01562805,-0.884381003,1.813805715,1.352585297,2.329914417
ES1516A_2021,ES1516A,2021,64.827,95.07,211206.2164,4046777.517,4.171722183,18.173,NA,97.60798,19.00833333,33.25,15.39166667,-6.2252,36.5228,1,-0.909727777,-2.215804931,-1.024951363,-0.884381003,1.813805715,1.352585297,2.329914417
ES1549A_2021,ES1549A,2021,126.793,95.89,516867.0665,4069341.592,4.842555835,24.081,NA,97.60798,16.66666667,25.11666667,12.75833333,-2.811,36.7697,97,0.241188874,-2.096505478,-0.726605319,-1.136794187,0.745089307,1.352585297,0.751152794
ES1560A_2021,ES1560A,2021,159.715,99.45,445624.4019,4116802.508,5.073390977,30.925,10.368,97.60798,15.40833333,30,10.94166667,-3.6127,37.1961,689,-0.029061808,-1.890473535,1.113195286,-0.985242829,0.170796855,1.352585297,-0.337992876
ES1593A_2021,ES1593A,2021,70.633,84.11,212955.99,4039808.722,4.257497457,19.539,6.779,97.60798,19.00833333,33.25,15.39166667,-6.2031,36.4606,35,-0.902277933,-2.245859309,-0.919287139,-0.884381003,1.813805715,1.352585297,2.329914417
ES1620A_2021,ES1620A,2021,83.417,91.51,221618.6274,4061776.138,4.423852126,21.755,NA,97.60798,19.00833333,33.25,15.39166667,-6.1145,36.6609,49,-0.872411137,-2.14907648,-0.875778341,-0.884381003,1.813805715,1.352585297,2.329914417
ES1630A_2021,ES1630A,2021,74.917,75.62,230469.5305,4137022.502,4.316380834,23.23,NA,97.60798,19.78888889,30.56666667,14.58888889,-6.0425,37.3408,50,-0.848140151,-1.820556035,-0.87267057,-0.967656664,2.170044521,1.352585297,1.848625272
ES1638A_2021,ES1638A,2021,79.363,90.96,236065.5241,4137554.943,4.374032265,24.824,NA,97.60798,19.78888889,30.56666667,14.58888889,-5.9796,37.3472,26,-0.826936749,-1.817463623,-0.947257081,-0.967656664,2.170044521,1.352585297,1.848625272
ES1640A_2021,ES1640A,2021,75.328,95.07,248976.6348,4136635.185,4.321851912,25.509,NA,97.60798,19.78888889,30.56666667,14.58888889,-5.8337,37.3425,68,-0.777754293,-1.819734613,-0.816730687,-0.967656664,2.170044521,1.352585297,1.848625272
ES1648A_2021,ES1648A,2021,50.095,98.08,260629.7564,4013181.923,3.913921203,18.073,5.853,97.60798,18.20833333,42.825,14.8,-5.6635,36.2339,189,-0.72038038,-2.355398336,-0.44069036,-0.587226548,1.448692635,1.352585297,1.975192659
ES1654A_2021,ES1654A,2021,103.664,88.49,265814.5121,4208539.027,4.6411549,20.244,8.05,97.60798,17.70833333,33.10833333,12.88333333,-5.6669,37.9943,573,-0.72152651,-1.504791789,0.752693816,-0.888777544,1.22049696,1.352585297,0.82609401
ES1656A_2021,ES1656A,2021,147.488,97.26,431174.9858,4181982.104,4.993746817,22.242,9.869,97.60798,16.5,33.69166667,11.85,-3.7816,37.7826,480,-0.085997495,-1.607082976,0.463671086,-0.87067414,0.66902408,1.352585297,0.206579959
ES1658A_2021,ES1658A,2021,65.063,96.71,151915.7177,4132240.92,4.175356031,20.691,5.152,97.60798,18.91666667,31.325,14.33333333,-6.9253,37.2717,48,-1.145729402,-1.85394442,-0.878886113,-0.944122238,1.771969844,1.352585297,1.695412117
ES1664A_2021,ES1664A,2021,61.773,89.04,279241.0117,4001843.4,4.123466376,20.671,7.835,97.60798,18.45833333,44.60833333,14.75833333,-5.4534,36.1362,24,-0.649556296,-2.402605937,-0.953472624,-0.531881854,1.562790473,1.352585297,1.950212252
ES1718A_2021,ES1718A,2021,143.827,95.89,499106.5922,4225165.399,4.968611188,31.668,14.343,97.60798,16.95833333,34.13333333,12.4,-3.0102,38.1744,691,0.174039147,-1.417769385,1.119410829,-0.856967276,0.878203447,1.352585297,0.53632131
ES1750A_2021,ES1750A,2021,68.467,93.7,370731.8029,4064743.848,4.226351877,21.928,6.191,97.60798,16.78333333,35.09166667,12.425,-4.4475,36.7196,36,-0.310470402,-2.120713265,-0.916179368,-0.827225969,0.798334961,1.352585297,0.551309553
ES1751A_2021,ES1751A,2021,68.183,98.08,369141.194,4065877.672,4.222195267,21.066,NA,97.60798,16.78333333,35.09166667,12.425,-4.4655,36.7296,86,-0.316538148,-2.115881371,-0.760790803,-0.827225969,0.798334961,1.352585297,0.551309553
ES1781A_2021,ES1781A,2021,87.36,75.07,221476.8535,4064846.883,4.470037512,23.347,NA,97.60798,19.00833333,33.25,15.39166667,-6.1172,36.6885,62,-0.873321299,-2.135740454,-0.835377315,-0.884381003,1.813805715,1.352585297,2.329914417
NA,ES1792A,2021,NA,NA,161750.1025,4116505.83,NA,NA,NA,97.60798,18.91666667,31.325,14.33333333,-6.8075,37.1338,31,-1.106019373,-1.920576232,-0.931718225,-0.944122238,1.771969844,1.352585297,1.695412117
ES1799A_2021,ES1799A,2021,108.09,98.08,345043.329,4195362.781,4.682964213,25.515,12.055,97.60798,18.00833333,29.96666667,13.075,-4.7623,37.8926,119,-0.416588544,-1.553932147,-0.658234351,-0.986277309,1.357414365,1.352585297,0.941003877
