group,id,year,value,coverage,long,lat,alt,x,y,logmax,mean,PM2.5mean,popdensity,Temperature,Precipitation,Vapour Pressure,logmean,Ts,Ps,longs,lats,alts,pds,VPs
ES0567A_2018,ES0567A,2018,52.104,97.53,2.1196,41.3849,24,928123.9959,4594149.392,3.953241721,21.435,14.117,234.4015071,17.35,72.70833333,13.39166667,3.0650251,1.056955,0.340184943,1.903279319,0.133510683,-0.953472715,0.110329379,1.130858145
ES0567A_2019,ES0567A,2019,99.883,97.81,2.1196,41.3849,24,928123.9959,4594149.392,4.603999501,23.413,15.533,236.9493056,17.275,49.21666667,13.23333333,3.153291424,1.022725641,-0.388864977,1.903279319,0.133510683,-0.953472715,0.1215556,1.035932576
ES0567A_2020,ES0567A,2020,89.775,83.33,2.1196,41.3849,24,928123.9959,4594149.392,4.49730654,20.54,12.988,238.5813041,17.375,53.58333333,13.33333333,3.022374205,1.068364787,-0.253348071,1.903279319,0.133510683,-0.953472715,0.128746582,1.095885565
ES0588A_2017,ES0588A,2017,38.174,98.36,-3.0741,43.3205,136,493991.7179,4796409.442,3.642154656,11.822,NA,299.8479403,13.73333333,80.85833333,11.14166667,2.469962202,-0.593660757,0.593115352,0.152498519,1.068772051,-0.605402321,0.398702296,-0.218084091
ES0588A_2018,ES0588A,2018,29.25,95.89,-3.0741,43.3205,136,493991.7179,4796409.442,3.375879574,9.328,NA,300.5764446,13.56666667,106.6083333,11.25833333,2.23302063,-0.669725996,1.392251305,0.152498519,1.068772051,-0.605402321,0.401912263,-0.148138942
ES0588A_2019,ES0588A,2019,42.958,92.33,-3.0741,43.3205,136,493991.7179,4796409.442,3.760222894,12.417,NA,301.8399226,13.68333333,105.8166667,10.925,2.519066501,-0.61648033,1.367682402,0.152498519,1.068772051,-0.605402321,0.407479455,-0.347982234
ES0588A_2020,ES0588A,2020,55.583,95.63,-3.0741,43.3205,136,493991.7179,4796409.442,4.017877399,13.337,NA,302.3942494,14.025,90.91666667,11.175,2.590542128,-0.460546582,0.905269752,0.152498519,1.068772051,-0.605402321,0.409921954,-0.198099764
ES0588A_2021,ES0588A,2021,51.25,95.34,-3.0741,43.3205,136,493991.7179,4796409.442,3.936715618,12.95,NA,300.9774675,13.3,97.79166667,10.9,2.561095788,-0.791430385,1.118631293,0.152498519,1.068772051,-0.605402321,0.403679268,-0.362970481
ES0651A_2017,ES0651A,2017,92.958,93.7,-0.9133,37.6033,60,684199.6783,4163849.068,4.532147778,20.484,NA,130.317334,18.79166667,19.60833333,14.94166667,3.019644094,1.714919347,-1.307742015,0.880897763,-1.693718284,-0.841592945,-0.348290826,2.060129463
ES0651A_2018,ES0651A,2018,50.042,99.45,-0.9133,37.6033,60,684199.6783,4163849.068,3.912862653,19.138,NA,130.9661451,18.14166667,36.78333333,14.95,2.951675887,1.418264902,-0.774726092,0.880897763,-1.693718284,-0.841592945,-0.345432006,2.065125544
ES0651A_2019,ES0651A,2019,57.25,99.45,-0.9133,37.6033,60,684199.6783,4163849.068,4.047427642,20.017,NA,132.2611155,18.38333333,24.09166667,14.825,2.996581913,1.5285595,-1.168604428,0.880897763,-1.693718284,-0.841592945,-0.339726051,1.990184309
ES0651A_2020,ES0651A,2020,139.708,97.81,-0.9133,37.6033,60,684199.6783,4163849.068,4.93955453,19.536,NA,133.3837178,18.64166667,22.50833333,15.075,2.972258917,1.646460629,-1.217742237,0.880897763,-1.693718284,-0.841592945,-0.334779592,2.140066779
ES0651A_2021,ES0651A,2021,81.792,95.62,-0.9133,37.6033,60,684199.6783,4163849.068,4.404179439,18.894,NA,134.5920622,18.575,25.01666667,14.9,2.938844411,1.616034531,-1.139897602,0.880897763,-1.693718284,-0.841592945,-0.329455333,2.03514905
ES0691A_2017,ES0691A,2017,119.179,95.34,2.2045,41.4039,3,935099.0397,4596683.993,4.780626565,28.465,17.817,232.4531357,17.11666667,40.75,13.3,3.348675262,0.950463663,-0.651622948,1.931898856,0.142691281,-1.018735913,0.10174438,1.075901237
ES0691A_2018,ES0691A,2018,78.325,97.81,2.2045,41.4039,3,935099.0397,4596683.993,4.360866837,25.593,16.834,234.4015071,17.35,72.70833333,13.39166667,3.242318877,1.056955,0.340184943,1.931898856,0.142691281,-1.018735913,0.110329379,1.130858145
ES0691A_2019,ES0691A,2019,82.288,95.34,2.2045,41.4039,3,935099.0397,4596683.993,4.410225289,29.11,20.5,236.9493056,17.275,49.21666667,13.23333333,3.371081758,1.022725641,-0.388864977,1.931898856,0.142691281,-1.018735913,0.1215556,1.035932576
ES0691A_2020,ES0691A,2020,71.042,92.9,2.2045,41.4039,3,935099.0397,4596683.993,4.263271251,22.611,15.3,238.5813041,17.375,53.58333333,13.33333333,3.118436514,1.068364787,-0.253348071,1.931898856,0.142691281,-1.018735913,0.128746582,1.095885565
ES0692A_2017,ES0692A,2017,129.708,96.99,2.115,41.3705,29,927833.8337,4592527.163,4.86528577,26.551,13.831,232.4531357,17.11666667,40.75,13.3,3.279067412,0.950463663,-0.651622948,1.901728673,0.126552756,-0.937933858,0.10174438,1.075901237
ES0692A_2018,ES0692A,2018,84.875,93.15,2.115,41.3705,29,927833.8337,4592527.163,4.441179586,25.128,13.25,234.4015071,17.35,72.70833333,13.39166667,3.223982762,1.056955,0.340184943,1.901728673,0.126552756,-0.937933858,0.110329379,1.130858145
ES0692A_2019,ES0692A,2019,87.958,83.84,2.115,41.3705,29,927833.8337,4592527.163,4.476859428,21.515,12.607,236.9493056,17.275,49.21666667,13.23333333,3.068750366,1.022725641,-0.388864977,1.901728673,0.126552756,-0.937933858,0.1215556,1.035932576
ES0692A_2020,ES0692A,2020,89.042,97.81,2.115,41.3705,29,927833.8337,4592527.163,4.489108169,22.658,11.706,238.5813041,17.375,53.58333333,13.33333333,3.12051299,1.068364787,-0.253348071,1.901728673,0.126552756,-0.937933858,0.128746582,1.095885565
ES0692A_2021,ES0692A,2021,110.583,98.9,2.115,41.3705,29,927833.8337,4592527.163,4.70576637,24.337,10.783,239.1296631,16.83333333,49.31666667,13.19166667,3.191997826,0.821152748,-0.385761537,1.901728673,0.126552756,-0.937933858,0.131162786,1.010952169
ES0694A_2017,ES0694A,2017,60.556,95.89,2.0098,41.3922,38,918892.0543,4594422.031,4.103568557,25.572,NA,232.4531357,17.11666667,40.75,13.3,3.241498003,0.950463663,-0.651622948,1.866266066,0.137037965,-0.909963915,0.10174438,1.075901237
ES0694A_2018,ES0694A,2018,56.042,98.36,2.0098,41.3922,38,918892.0543,4594422.031,4.02610141,22.883,NA,234.4015071,17.35,72.70833333,13.39166667,3.130394277,1.056955,0.340184943,1.866266066,0.137037965,-0.909963915,0.110329379,1.130858145
ES0694A_2019,ES0694A,2019,97.292,97.53,2.0098,41.3922,38,918892.0543,4594422.031,4.577716766,24.002,NA,236.9493056,17.275,49.21666667,13.23333333,3.17813716,1.022725641,-0.388864977,1.866266066,0.137037965,-0.909963915,0.1215556,1.035932576
ES0694A_2020,ES0694A,2020,80.25,98.09,2.0098,41.3922,38,918892.0543,4594422.031,4.385146762,23.147,NA,238.5813041,17.375,53.58333333,13.33333333,3.141865183,1.068364787,-0.253348071,1.866266066,0.137037965,-0.909963915,0.128746582,1.095885565
ES0694A_2021,ES0694A,2021,127.958,96.16,2.0098,41.3922,38,918892.0543,4594422.031,4.851702085,24.449,NA,239.1296631,16.83333333,49.31666667,13.19166667,3.196589315,0.821152748,-0.385761537,1.866266066,0.137037965,-0.909963915,0.131162786,1.010952169
ES0712A_2020,ES0712A,2020,100.008,92.9,-5.4808,36.1754,45,276886.2379,4006255.27,4.605250183,16.704,6.361,97.28823853,18.675,46.63333333,15.125,2.815648212,1.661673676,-0.469037193,-0.658792882,-2.383664403,-0.888209516,-0.493825061,2.170043273
ES0712A_2021,ES0712A,2021,51.04,89.59,-5.4808,36.1754,45,276886.2379,4006255.27,3.932609639,17.162,7.301,97.60797772,18.45833333,44.60833333,14.75833333,2.842697637,1.562788859,-0.531881865,-0.658792882,-2.383664403,-0.888209516,-0.492416212,1.950215648
ES0761A_2017,ES0761A,2017,65.458,100,-5.6389,42.7156,900,283912.0374,4732610.374,4.181408716,13.403,NA,91.52228309,10.68333333,51.55833333,8.458333333,2.595478562,-1.985654689,-0.316192744,-0.712087922,0.776490793,1.768935011,-0.519231264,-1.826822612
ES0761A_2018,ES0761A,2018,62.792,100,-5.6389,42.7156,900,283912.0374,4732610.374,4.139827677,10.432,NA,91.35727328,10.275,80.61666667,8.541666667,2.344878005,-2.172014531,0.58561537,-0.712087922,0.776490793,1.768935011,-0.519958338,-1.776861788
ES0761A_2019,ES0761A,2019,41.75,99.45,-5.6389,42.7156,900,283912.0374,4732610.374,3.731699451,9.592,NA,91.3478055,10.48333333,72.68333333,8.283333333,2.260929418,-2.07693298,0.339409083,-0.712087922,0.776490793,1.768935011,-0.520000055,-1.931740341
ES0777A_2017,ES0777A,2017,105.565,98.63,-8.4964,43.0935,270,52631.36963,4785881.297,4.659326877,12.53,NA,91.52228309,14.13333333,79.59166667,11.85833333,2.528125769,-0.411104176,0.553805104,-1.67534266,0.959088061,-0.188960956,-0.519231264,0.211578988
ES0777A_2018,ES0777A,2018,72.773,92.33,-8.4964,43.0935,270,52631.36963,4785881.297,4.287345007,11.904,NA,91.35727328,13.71666667,125.6916667,11.91666667,2.476874478,-0.601267278,1.984491221,-1.67534266,0.959088061,-0.188960956,-0.519958338,0.246551568
ES0777A_2019,ES0777A,2019,50.833,97.53,-8.4964,43.0935,270,52631.36963,4785881.297,3.92854575,10.145,NA,91.3478055,13.91666667,117.7916667,11.71666667,2.316980973,-0.509988988,1.739319414,-1.67534266,0.959088061,-0.188960956,-0.520000055,0.126645592
ES0777A_2020,ES0777A,2020,57.042,92.08,-8.4964,43.0935,270,52631.36963,4785881.297,4.043787839,8.818,NA,91.28727937,14.325,107.4416667,11.875,2.176795087,-0.323629146,1.418113312,-1.67534266,0.959088061,-0.188960956,-0.520266748,0.221571154
ES0777A_2021,ES0777A,2021,64.667,97.53,-8.4964,43.0935,270,52631.36963,4785881.297,4.169251025,8.779,NA,91.01092176,13.73333333,114.2666667,11.675,2.172362506,-0.593660757,1.629923133,-1.67534266,0.959088061,-0.188960956,-0.521484447,0.101665178
ES0785A_2018,ES0785A,2018,63.373,92.05,-6.9191,37.2672,31,152445.0219,4131718.546,4.149037903,24.849,NA,96.47006921,18.56666667,52.4,14.3,3.21281751,1.61223127,-0.290072118,-1.143639528,-1.856118236,-0.931718315,-0.497430114,1.67543112
ES0785A_2020,ES0785A,2020,97.679,92.9,-6.9191,37.2672,31,152445.0219,4131718.546,4.581686592,22.58,NA,97.28823853,19.18333333,37.66666667,14.675,3.117064559,1.893672663,-0.747312366,-1.143639528,-1.856118236,-0.931718315,-0.493825061,1.900254826
ES0785A_2021,ES0785A,2021,63.15,92.6,-6.9191,37.2672,31,152445.0219,4131718.546,4.145512849,21.914,NA,97.60797772,18.91666667,31.325,14.33333333,3.087125702,1.771968279,-0.944122224,-1.143639528,-1.856118236,-0.931718315,-0.492416212,1.695415447
ES0787A_2017,ES0787A,2017,83.2,92.88,-6.9045,37.1903,13,153387.8283,4123128.469,4.421247348,25.51,NA,96.36453225,19.45833333,31.06666667,14.45,3.239070532,2.019180313,-0.952139446,-1.138717912,-1.893275499,-0.9876582,-0.497895136,1.765360602
ES0787A_2018,ES0787A,2018,70.854,89.32,-6.9045,37.1903,13,153387.8283,4123128.469,4.260621422,24.574,NA,96.47006921,18.56666667,52.4,14.3,3.201688973,1.61223127,-0.290072118,-1.138717912,-1.893275499,-0.9876582,-0.497430114,1.67543112
ES0787A_2019,ES0787A,2019,58.119,98.08,-6.9045,37.1903,13,153387.8283,4123128.469,4.062492633,25.188,NA,96.85955906,18.95,24.90833333,14.24166667,3.226367691,1.787181325,-1.143259663,-1.138717912,-1.893275499,-0.9876582,-0.495713927,1.640458546
ES0787A_2020,ES0787A,2020,51.011,85.52,-6.9045,37.1903,13,153387.8283,4123128.469,3.932041296,18.85,NA,97.28823853,19.18333333,37.66666667,14.675,2.936512914,1.893672663,-0.747312366,-1.138717912,-1.893275499,-0.9876582,-0.493825061,1.900254826
ES0787A_2021,ES0787A,2021,54.263,96.44,-6.9045,37.1903,13,153387.8283,4123128.469,3.993842595,16.502,NA,97.60797772,18.91666667,31.325,14.33333333,2.803481586,1.771968279,-0.944122224,-1.138717912,-1.893275499,-0.9876582,-0.492416212,1.695415447
ES0805A_2017,ES0805A,2017,58.333,95.89,-2.8837,43.2411,125,509442.2736,4787595.672,4.066167971,23.521,NA,299.8479403,14.225,82.86666667,11.55833333,3.157893639,-0.369268291,0.655442784,0.216681792,1.030406814,-0.639587806,0.398702296,0.031720023
ES0805A_2018,ES0805A,2018,61.958,96.16,-2.8837,43.2411,125,509442.2736,4787595.672,4.126456736,22.027,NA,300.5764446,14.19166667,115.5333333,11.675,3.092268974,-0.384481338,1.669233378,0.216681792,1.030406814,-0.639587806,0.401912263,0.101665178
ES0805A_2019,ES0805A,2019,67,95.62,-2.8837,43.2411,125,509442.2736,4787595.672,4.204692619,21.87,NA,301.8399226,14.25,104.4333333,11.34166667,3.085115835,-0.357858505,1.324751472,0.216681792,1.030406814,-0.639587806,0.407479455,-0.098178114
ES0805A_2020,ES0805A,2020,67.792,97.54,-2.8837,43.2411,125,509442.2736,4787595.672,4.216444194,19.098,NA,302.3942494,14.58333333,100.1416667,11.6,2.949583618,-0.205728022,1.191562148,0.216681792,1.030406814,-0.639587806,0.409921954,0.056700437
ES0805A_2021,ES0805A,2021,92.208,95.34,-2.8837,43.2411,125,509442.2736,4787595.672,4.524046895,19.685,NA,300.9774675,13.78333333,99.35833333,11.31666667,2.979856924,-0.570841184,1.167251862,0.216681792,1.030406814,-0.639587806,0.403679268,-0.113166362
ES0822A_2017,ES0822A,2017,64.827,92.05,-6.9381,37.2796,66,150816.7366,4133165.153,4.171722183,24.863,NA,96.36453225,19.45833333,31.06666667,14.45,3.213380755,2.019180313,-0.952139446,-1.150044372,-1.850126687,-0.822946317,-0.497895136,1.765360602
ES0822A_2018,ES0822A,2018,57.396,88.77,-6.9381,37.2796,66,150816.7366,4133165.153,4.049974614,23.471,NA,96.47006921,18.56666667,52.4,14.3,3.155765617,1.61223127,-0.290072118,-1.150044372,-1.850126687,-0.822946317,-0.497430114,1.67543112
ES0822A_2019,ES0822A,2019,54.118,92.05,-6.9381,37.2796,66,150816.7366,4133165.153,3.991166848,24.869,NA,96.85955906,18.95,24.90833333,14.24166667,3.213622048,1.787181325,-1.143259663,-1.150044372,-1.850126687,-0.822946317,-0.495713927,1.640458546
ES0822A_2020,ES0822A,2020,93.555,87.98,-6.9381,37.2796,66,150816.7366,4133165.153,4.538549499,19.254,NA,97.28823853,19.18333333,37.66666667,14.675,2.957718831,1.893672663,-0.747312366,-1.150044372,-1.850126687,-0.822946317,-0.493825061,1.900254826
ES0822A_2021,ES0822A,2021,66.555,89.86,-6.9381,37.2796,66,150816.7366,4133165.153,4.198028673,22.663,NA,97.60797772,18.91666667,31.325,14.33333333,3.120733639,1.771968279,-0.944122224,-1.150044372,-1.850126687,-0.822946317,-0.492416212,1.695415447
ES0823A_2019,ES0823A,2019,50.561,94.79,-6.9641,37.1857,1,148073.3294,4122837.875,3.923180528,18.262,NA,96.85955906,18.95,24.90833333,14.24166667,2.904822398,1.787181325,-1.143259663,-1.158808894,-1.89549817,-1.024951456,-0.495713927,1.640458546
ES0823A_2020,ES0823A,2020,66.526,83.61,-6.9641,37.1857,1,148073.3294,4122837.875,4.197592849,15.537,NA,97.28823853,19.18333333,37.66666667,14.675,2.743224276,1.893672663,-0.747312366,-1.158808894,-1.89549817,-1.024951456,-0.493825061,1.900254826
ES0823A_2021,ES0823A,2021,49.238,84.93,-6.9641,37.1857,1,148073.3294,4122837.875,3.896665683,17.42,NA,97.60797772,18.91666667,31.325,14.33333333,2.857618971,1.771968279,-0.944122224,-1.158808894,-1.89549817,-1.024951456,-0.492416212,1.695415447
ES0824A_2017,ES0824A,2017,50.083,95.34,-5.7057,43.3069,218,280558.6981,4798451.745,3.913681629,22.851,NA,97.22368917,12.58333333,58.76666667,10.525,3.12899488,-1.118510928,-0.0924864,-0.734606003,1.062200675,-0.350565068,-0.494109481,-0.587794187
ES0824A_2018,ES0824A,2018,45.042,100,-5.7057,43.3069,218,280558.6981,4798451.745,3.807595388,21.411,NA,96.65314975,12.30833333,92.725,10.61666667,3.063904809,-1.244018578,0.961390303,-0.734606003,1.062200675,-0.350565068,-0.496623417,-0.532837279
ES0824A_2019,ES0824A,2019,64.125,96.99,-5.7057,43.3069,218,280558.6981,4798451.745,4.160834303,24.446,NA,96.24198416,12.45,84.6,10.325,3.196466603,-1.17936312,0.709235754,-0.734606003,1.062200675,-0.350565068,-0.498435112,-0.707700164
ES0824A_2020,ES0824A,2020,90.75,96.17,-5.7057,43.3069,218,280558.6981,4798451.745,4.508108473,25.194,NA,95.80252735,12.86666667,80.9,10.54166667,3.226605871,-0.989200013,0.594408452,-0.734606003,1.062200675,-0.350565068,-0.500371466,-0.577802021
ES0824A_2021,ES0824A,2021,54.167,93.15,-5.7057,43.3069,218,280558.6981,4798451.745,3.992071867,25.473,NA,94.88806111,12.16666667,80.6,10.28333333,3.237619068,-1.308674031,0.58509813,-0.734606003,1.062200675,-0.350565068,-0.504400827,-0.732680578
ES0825A_2018,ES0825A,2018,59.833,78.9,-5.6897,43.3067,206,281855.6934,4798387.592,4.091557348,21.305,11.51,96.65314975,12.30833333,92.725,10.61666667,3.058941787,-1.244018578,0.961390303,-0.72921245,1.062104037,-0.387858324,-0.496623417,-0.532837279
ES0825A_2019,ES0825A,2019,55.458,98.9,-5.6897,43.3067,206,281855.6934,4798387.592,4.015625978,21.659,13.502,96.24198416,12.45,84.6,10.325,3.075421072,-1.17936312,0.709235754,-0.72921245,1.062104037,-0.387858324,-0.498435112,-0.707700164
ES0825A_2020,ES0825A,2020,72.917,97.54,-5.6897,43.3067,206,281855.6934,4798387.592,4.289321808,20.133,12.427,95.80252735,12.86666667,80.9,10.54166667,3.00236026,-0.989200013,0.594408452,-0.72921245,1.062104037,-0.387858324,-0.500371466,-0.577802021
ES0825A_2021,ES0825A,2021,78.292,96.99,-5.6897,43.3067,206,281855.6934,4798387.592,4.360445427,17.354,8.992,94.88806111,12.16666667,80.6,10.28333333,2.853823027,-1.308674031,0.58509813,-0.72921245,1.062104037,-0.387858324,-0.504400827,-0.732680578
ES0827A_2017,ES0827A,2017,44.623,90.14,-6.8446,37.3154,23,159272.3925,4136797.437,3.798249421,20.371,NA,96.36453225,19.45833333,31.06666667,14.45,3.014112321,2.019180313,-0.952139446,-1.1185258,-1.832828508,-0.956580486,-0.497895136,1.765360602
ES0827A_2019,ES0827A,2019,63.616,88.49,-6.8446,37.3154,23,159272.3925,4136797.437,4.152865011,24.74,NA,96.85955906,18.95,24.90833333,14.24166667,3.208421367,1.787181325,-1.143259663,-1.1185258,-1.832828508,-0.956580486,-0.495713927,1.640458546
ES0827A_2020,ES0827A,2020,69.221,87.16,-6.8446,37.3154,23,159272.3925,4136797.437,4.237304285,18.981,NA,97.28823853,19.18333333,37.66666667,14.675,2.943438479,1.893672663,-0.747312366,-1.1185258,-1.832828508,-0.956580486,-0.493825061,1.900254826
ES0827A_2021,ES0827A,2021,64.725,94.25,-6.8446,37.3154,23,159272.3925,4136797.437,4.170147526,20.285,NA,97.60797772,18.91666667,31.325,14.33333333,3.009881697,1.771968279,-0.944122224,-1.1185258,-1.832828508,-0.956580486,-0.492416212,1.695415447
ES0879A_2017,ES0879A,2017,54.167,97.26,-5.8989,43.5503,8,265829.8216,4826010.979,3.992071867,21.002,NA,97.22368917,14.98333333,58.825,12.625,3.044617671,-0.02317144,-0.09067606,-0.799733147,1.179808971,-1.003197057,-0.494109481,0.671218566
ES0879A_2018,ES0879A,2018,51.042,99.73,-5.8989,43.5503,8,265829.8216,4826010.979,3.932648823,19.212,NA,96.65314975,14.75,90.13333333,12.73333333,2.955535084,-0.129662778,0.880959467,-0.799733147,1.179808971,-1.003197057,-0.496623417,0.736167635
ES0879A_2019,ES0879A,2019,54.875,96.71,-5.8989,43.5503,8,265829.8216,4826010.979,4.005057871,20.808,NA,96.24198416,14.86666667,84.2,12.41666667,3.035337528,-0.076417107,0.696821992,-0.799733147,1.179808971,-1.003197057,-0.498435112,0.54631651
ES0879A_2020,ES0879A,2020,77.875,98.09,-5.8989,43.5503,8,265829.8216,4826010.979,4.355104977,16.876,NA,95.80252735,15.275,78.01666667,12.65,2.825892494,0.109942735,0.504925915,-0.799733147,1.179808971,-1.003197057,-0.500371466,0.686206813
ES0879A_2021,ES0879A,2021,68.333,97.53,-5.8989,43.5503,8,265829.8216,4826010.979,4.224392812,19.388,NA,94.88806111,14.55833333,77.63333333,12.38333333,2.964654318,-0.217137808,0.493029392,-0.799733147,1.179808971,-1.003197057,-0.504400827,0.526332176
ES0880A_2017,ES0880A,2017,77.625,98.36,-5.9197,43.5512,6,264153.0566,4826169.774,4.35188954,30.606,NA,97.22368917,14.98333333,58.825,12.625,3.421196068,-0.02317144,-0.09067606,-0.806744765,1.180243841,-1.009412599,-0.494109481,0.671218566
ES0880A_2018,ES0880A,2018,74.25,94.52,-5.9197,43.5512,6,264153.0566,4826169.774,4.307437778,22.116,10.46,96.65314975,14.75,90.13333333,12.73333333,3.096301328,-0.129662778,0.880959467,-0.806744765,1.180243841,-1.009412599,-0.496623417,0.736167635
ES0880A_2019,ES0880A,2019,70.083,100,-5.9197,43.5512,6,264153.0566,4826169.774,4.249680254,19.77,7.403,96.24198416,14.86666667,84.2,12.41666667,2.984165637,-0.076417107,0.696821992,-0.806744765,1.180243841,-1.009412599,-0.498435112,0.54631651
ES0880A_2020,ES0880A,2020,97.542,100,-5.9197,43.5512,6,264153.0566,4826169.774,4.580283054,19.231,9.697,95.80252735,15.275,78.01666667,12.65,2.95652356,0.109942735,0.504925915,-0.806744765,1.180243841,-1.009412599,-0.500371466,0.686206813
ES0880A_2021,ES0880A,2021,83.875,99.73,-5.9197,43.5512,6,264153.0566,4826169.774,4.429327595,18.481,8.363,94.88806111,14.55833333,77.63333333,12.38333333,2.916743177,-0.217137808,0.493029392,-0.806744765,1.180243841,-1.009412599,-0.504400827,0.526332176
ES0890A_2020,ES0890A,2020,88.804,89.34,-6.0031,37.3945,17,234150.5342,4142870.334,4.486431694,23.687,15.612,97.28823853,18.94166667,40.625,14.53333333,3.164926374,1.783378065,-0.655502249,-0.834858657,-1.794608227,-0.975227114,-0.493825061,1.815321424
